text,score,magnitude,sentiment
Esse @BancodoBrasil é uma piada. 1 semana pra análise de atualização de ata e nenhuma resposta. #porcaria,0.3000000119,0.3000000119,Negativo
"R$352,00 a menos na minha conta, porém zero de dor de cabeça. #valeuapena #bancodobrasil #adeus",0,0,Negativo
Demora no atendimento do #BancoDoBrasil só pra variar #Fail,-0.8999999762,0.8999999762,Negativo
Ai a impressora para de funcionar .. Hee #BancodoBrasil,-0.1000000015,0.6000000238,Negativo
@BancodoBrasil. Estou há 40min pra pagar duas contas... Isso é um absurdO @BANCODOBRAS1L @LeiSecaRJ @RADARCOSTAVERDE http://t.co/VotWuEzchL,0,0.6000000238,Negativo
odeio o cartão do @bb... sempre da pau na hora de pagar,-0.6000000238,0.6000000238,Negativo
Me sinto frustrada e esgotada depois de passar horas tentando PAGAR meu cartão de credito #bancoDoBrasil,-0.8000000119,0.8000000119,Negativo
A menina do Call Center do #bancoDoBrasil desligou o telefone na minha cara.. #FalaSerio #brasil,0,0.3000000119,Negativo
Alo @BancodoBrasil sei q a situação ta dificil mas fazer 3banners com montagem da mesma foto do Gianecchini é foda ne http://t.co/UPL9jcUGU3,0.5,0.5,Negativo
Talvez chegue um dia em que a coragem dos homens falhará. E conseguiremos acessar o @Bancodobrasil. MAS HOJE NÃO É ESTE DIA! (Tolkien),0.3000000119,1.200000048,Negativo
40 minutos na fila do @bancodobrasil @bb em Cabo Frio http://t.co/QgU5CGGpMy,0,0,Negativo
"E o #BancoDoBrasil continua lindo! Primeiro tiram os caixas rápidos pela cidade afora, e agora nem os… http://t.co/lTuLLC9y44",0.400000006,0.8999999762,Negativo
Banco do Brasil estigmatizando jardineiro como um coitado que não tem conta em banco #BB #Bancodobrasil,-0.400000006,0.400000006,Negativo
"Se você precisar de ligar diretamente para o #BANCODOBRASIL e do #ITAÚ de Casimiro de Abreu, não perca tempo. NINGUÉM ATENDE!",-0.1000000015,0.400000006,Negativo
"Eu sou um irresponsável, o maldito do banco #ibi #bradesco #BANCODOBRASIL bando do brasil é o pior de todos, bom pra todos é o caralho",-0.400000006,0.400000006,Negativo
Gente essa fila do banco é um crime contra minha paciência #BancodoBrasil,-0.3000000119,0.3000000119,Negativo
Só queria agradecer ao #BancodoBrasil por mais uma vez arruinar todo o sistema do meu computador com seu suposto programa de segurança!,0,0,Negativo
"Parabéns, @BancodoBrasil! Estamos completando 1 mês do lançamento do OS X Mavericks e seu internet banking ainda não funciona no Safari.",-0.3000000119,0.8999999762,Negativo
E o @BancodoBrasil que pelo segundo mês seguido suga todo o dinheiro que cai na conta da @vaansfreire sem nenhuma explicação?! Que BELEZA!,0,0.1000000015,Negativo
Aiaiai espera chata. #bancodobrasil #boatarde  #daimepacienciasenhor @ Banco do Brasil http://t.co/iYiwbLFvTJ,0.3000000119,0.3000000119,Negativo
Photo: Aiaiai espera chata. #bancodobrasil #boatarde #daimepacienciasenhor (em Banco do Brasil) http://t.co/cRobwtMitC,0.400000006,0.400000006,Negativo
Meu odeio fila de banco e o #BancodoBrasil não ajuda :/,-0.5,0.5,Negativo
Piada esse banco @BB não dá saldo depois das 22h.,-0.5,0.5,Negativo
Quer desejar um mal a alguém? Mande ela ir resolver alguma coisa no #BancodoBrasil,-0.200000003,0.400000006,Negativo
"Só queria pagar um misero boleto. Só 1. Mas não, tinha q bixar esse app do @BancodoBrasil logo hj.",-0.3000000119,1.100000024,Negativo
O @BancoDoBrasil tb não deixa as pessoas me pagarem + que R$ 500 por dia! Gente do céu.. Q banco é esse?!?!?!?!?! http://t.co/nc8cWHeVIT,0,0.8999999762,Negativo
Aff como eu odeio atendente burra #bancodobrasil,-0.8000000119,0.8000000119,Negativo
"mandei meus dados pro @BancodoBrasil, liguei de novo na agência, e ninguém me passa uma informação. Alguém me recomenda um banco bacana?",0,1.100000024,Negativo
eu só queria usar o #bancodobrasil no #MacBook só isso! :(,-0.8000000119,0.8000000119,Negativo
Tá difícil do @BancoDoBrasil deixar eu mexer no MEU dinheito! http://t.co/mOnwUvt0FR,-0.1000000015,0.400000006,Negativo
Gente: @BancoDoBrasil NÃO deixa vc sacar + q R$ 1.400/ dia ou R$ 12.000/ mês do SEU dinheiro! É meu bco ou minha mãe? http://t.co/2RmK2j3acu,0.1000000015,0.5,Negativo
O @BancoDoBrasil só deixa pagar R$ 1.000 de IPVA. Que carro tem R$ 1.000 de IPVA? Brasília 94?,-0.1000000015,0.400000006,Negativo
"#BancodoBrasil,  incompetência define!",0,0,Negativo
"e se o @bancodobrasil nao resolver, processo DE NOVO.",-0.1000000015,0.1000000015,Negativo
Eu tenho uma pro Santander. #fail RT @andrecarlucci: Ter uma máquina virtual no seu note só pra acessar o #BancoDoBrasil. Isso é 2013.,-0.1000000015,0.6000000238,Negativo
Atenção galera o APP do #BancoDoBrasil #Bb está bugado! Tento acessar minha conta porém acesso outras contas... http://t.co/mmOlGYRuzV,-0.1000000015,1.299999952,Negativo
Alguém pode explicar o que está havendo com o App para smartphone do @BancodoBrasil ? Acessei mais de 5 contas diferentes! #Bb #BbFail,0.1000000015,1,Negativo
"App do #BancodoBrasil ta maluco, já acessou 7 contas sem ser a minha, deu acesso a extratos completos e dados pessoais. Que bacana BB!!",0.200000003,1.100000024,Negativo
"Bug bizarro no app do @BB Banco do Brasil. Após atualização, entrava em minha conta, mas acessava o conteúdo de... http://t.co/A79IAWH4L1",0,0.8000000119,Negativo
Bug bizarro após atualizar o app do @bb @bancodobrasil vendo contas de outros clientes,-0.6000000238,0.6000000238,Negativo
Cabeças vão rolar do dev mobile do @BancodoBrasil...,0,0,Negativo
"Alô, @BancodoBrasil! O app de vocês para Android tá muito louco! Entrei na minha conta e vi o extrato de OUTRO CLIENTE! O.o",0.3000000119,1.200000048,Negativo
"Se o @BancodoBrasil for sério, toda a diretoria deverá ser demitida ainda hoje! Onde se viu vazar sigilo bancário dos correntistas?!",-0.1000000015,0.200000003,Negativo
Falha grave é descoberta no aplicativo do #BancodoBrasil para Android e iOS. http://t.co/hSSMv59so5 http://t.co/h4BMWLzzX9,-0.5,0.5,Negativo
Falha grave é descoberta no aplicativo do #BancodoBrasil para Android e iOS. http://t.co/L3KzXMFHT9 http://t.co/Y05L0VHvPE,-0.5,0.5,Negativo
"Que isso, @BancodoBrasil?! RT @DiariodoAndroid Falha grave descoberta no aplicativo do #BancodoBrasil p/Android/iOS http://t.co/MVZmE4uhEl",-0.6999999881,1.399999976,Negativo
Falha grave é descoberta no aplicativo do #BancodoBrasil para Android e iOS. http://t.co/cnOT4D1GOq https://t.co/T0nmqh1GYW,-0.5,0.5,Negativo
"Parece um app, mas é uma caixinha de surpresas. @BancodoBrasil mostrou dados privados em mega falha: http://t.co/jshD85ilMd",0,0.6999999881,Negativo
"Já instalei Java, já instalei módulo de segurança, já instalei o satanás de cueca mas não consigo entrar no site do @BancoDoBrasil!!!",-0.200000003,0.200000003,Negativo
Falha gravíssima no #sistema do #BancoDoBrasil expõe dados pessoais e bancários de correntistas.. http://t.co/xOFwINGBKL #BB via @fabionader,-0.5,0.5,Negativo
Alô ouvidoria @BancodoBrasil até qdo teremos esse péssimo serviço prestado aos Mossoroenses? Favor respeitar seus clientes.,0.200000003,0.8999999762,Negativo
O @BancodoBrasil deu alguma satisfação sobre o absurdo de mostrar o extrato de outras pessoas p/usuários iOS ou vai fingir q não houve nada?,-0.6999999881,0.6999999881,Negativo
#bancodobrasil fdp. Paguei minha multa já faz tempo e olho no site ta como não paga.,-0.5,1,Negativo
#bancodobrasil me impressionando a cada dia: abrem extratos aleatorios no app pra mobile e dizem q agr ta td bem e q nao foi serio!,-0.3000000119,0.3000000119,Negativo
Nada funciona neste #BancodoBrasil hj e empresa boa meu Deus!,-0.6999999881,0.6999999881,Negativo
@bb sumiu com um depósito de 1900$. Vamos lá brigar com o gerente :/,0.200000003,0.400000006,Negativo
Mais de 2 horas esperando ser chamado e pelo jeito vão mais 2 horas! #BancoDoBrasil como eu te amo! #SQN ao cubo!,0.5,1.600000024,Negativo
Como é que alguém em sã consciência escolhe esse banco? Estou aqui mais do que obrigado! É a cara do Brasil do Descaso! #BancoDoBrasil #Fail,0,1.700000048,Negativo
A lentidão e despreparo do #bancodobrasil no setor imobiliário é uma coisa incrível. É melhor não ter o produto.,0.1000000015,0.5,Negativo
o sac pelo 0800 729 0722 do #bancodobrasil é tão ruim qto qquer outro serviço oferecido pelo banco na internet.,-0.200000003,0.200000003,Negativo
"Ridículo o atendimento estratificado do @BB @BancodoBrasil você fica mais de meia hora esperando ser atendido, com gerente à toa!!!",-0.6000000238,0.6000000238,Negativo
Alou @bancodobrasil ta bem feio uma entidade de vcs estar sempre na frente e com pouco compartilhamento http://t.co/OV1NkbuD9E #Vergonha,0.3000000119,0.3000000119,Negativo
Olhem essa promoção do @bancodobrasil vejam quem ta em primeiro e quem ta em segundo http://t.co/OV1NkbuD9E isso não cheira sacanagem?,-0.5,0.5,Negativo
"Pelo menos no @bb a metade é essa, irei até a agência e solicitarei o fechamento de contas... Depois ficam fazendo,  propaganda de gente boa",0.1000000015,0.6999999881,Negativo
"@tim @blackberry respondam ai RT @Valescam1: Pq você fica sem net,me diz @RaphaeelCastro",0.1000000015,0.1000000015,Negativo
@Valescam1 @tim @BlackBerry sim.. Esses bando de filho das putas.. Odio d você tim e blackberry,-0.3000000119,1,Negativo
"#ReclameAqui &gt; #Bradesco Mastercard NEGLIGENCIA,CALUNIA http://t.co/ZgrJFzJrdf #alobradesco #bancocentralbr #r_bandeirantes #celso_russomano",0,0,Negativo
@luciogirotto: TERCEIRA RECLAMAÇAO #bradesco #alobradesco #bancocentralbr #BandNews #datenaoficial #ReclameAQUI http://t.co/v9SgaBB27A,0,0,Negativo
Bom dia pra vc que já acorda se estressando com o @Bradesco ... #lamentavel,0.400000006,0.400000006,Negativo
Devido a maldita greve dos Bancos o @Bradesco estornoubo caixa meu depósito.  Ocorre que... preciso pagar minhas contas.,-0.400000006,0.8999999762,Negativo
"@Bradesco Não pague a agencia que criou essa propaganda, POR FAVOR...
RI DÍ CU LA.",-0.3000000119,1,Negativo
Biometria do @Bradesco você torra a paciência.,0,0,Negativo
Com esse serviço horrível de caixa automático do #Bradesco... devia era ter protesto pela REDUÇÃO dos salários...,-0.1000000015,0.1000000015,Negativo
A agência 0318 do #Bradesco está com tempo de espera de 1 hora... Um absurdo!!! #Paulinia,-0.1000000015,1.200000048,Negativo
Dezenas e dezenas de pessoas na fila do @Bradesco e apenas UM caixa eletrônico fazendo depósito (os outros quebrados). Dureza hein,-0.1000000015,0.400000006,Negativo
Horas e horas no banco pra resolver o problema do meu carro... ahhhh #bradesco !!!!!!!,0.400000006,0.400000006,Negativo
Tudo indica que vou ter que procurar um outro cartão @Bradesco,0.5,0.5,Negativo
se alguém entendeu essa propaganda bost@ do não me manda uma meia mussarela do #bradesco por favor me explica.,-0.6000000238,0.6000000238,Negativo
"Gostaria q a vida fosse facil e bonita como um comercial de Banco! Mas são todos um lixo, aproveitadores! #caixa #itau #Bradesco #santander",-0.1000000015,1.5,Negativo
"No #Bradesco você perde tempo,  dinheiro,  hora do almoço,  paciência e paz.",-0.3000000119,0.3000000119,Negativo
"vey, num eh possivel, o @bradesco @AloBradesco eh um carma! eu nao consigo passar um mês sem ter uma treta! #PQP .... mais uma @smk_barbosa",0.200000003,0.6999999881,Negativo
"https://t.co/LYPgxxI0lj as ações sociais do #BRADESCO ou, pq não tem problema depredar bancos. Bancos são o inimigo. repassa.&gt;&gt;",0.200000003,0.400000006,Negativo
Eu tenho certeza que esse @bradesco tá de sacanagem comigo!!! @alo_bradesco #bradesco,0.3000000119,0.6999999881,Negativo
Taê o @Bradesco praticando vandalismo contra sociedade ao colocar pedras pontiagudas em calçadas: http://t.co/MlgZTdwNNQ,0.200000003,0.200000003,Negativo
"#Bradesco, sempre fudendo com a vida das pessoas! http://t.co/js3pF4n2Yc",0.200000003,0.400000006,Negativo
"Que imbecilidade @AloBradesco RT @ale_borba #Bradesco, sempre fudendo com a vida das pessoas! http://t.co/2YkEsqC1qo",0,0.200000003,Negativo
"Estou a quase 6 horas tentando pagar a fatura do meu cartão #Bradesco, esses bancos de #greve, ja… http://t.co/CraZmH45gf",-0.8000000119,0.8000000119,Negativo
"É lamentável, além dos bancos em greve, atendimento pessoal continua indesejado. #Bradesco",0,0.1000000015,Negativo
"Na porcaria do #bradesco do Limão, além da greve, nenhuma máquina de deposito está funcionando, malditos. Quem... http://t.co/XH1V9t62JL",-0.3000000119,0.8999999762,Negativo
"Agência 0265 com só um caixa eletrônico funcionando. Pô @AloBradesco, aí complica! Toda semana! http://t.co/sWoWUcGOGX",0,0.8999999762,Negativo
Depois de + de 1/2 hora no call para instalar NET Empresa @AloBradesco no MAC a 3a atendente descobre: sua empresa ainda não imigrou,-0.6999999881,0.6999999881,Negativo
A lei da meia hora no banco não existe mesmo pqp #bradesco,-0.6999999881,0.6999999881,Negativo
To aquii no banco #bradesco mo demora pra ser atendido,-0.6000000238,0.6000000238,Negativo
#alobradesco mais de 30 minutos e não fui atendido ag 2178,-0.5,0.5,Negativo
Tenho que movimenta quanto pra mim ser cliente exclusivo? sei nem quem é meu gerente falta de respeito #alobradesco,0,0.3000000119,Negativo
Pior besteira quer o @AloBradesco  fez foi mudar sua bandeira para Cielo..,0,0,Negativo
"O Twitter está copiando o Facebook. Eu não sigo o @Bradesco, mas me apareceu este spam. #BlockBradesco http://t.co/FIlTV78006",-0.1000000015,0.5,Negativo
"Ligo pro atendimento do #Bradesco e eles não sabem me informar o que é o BIC. Gente, por favor, façam um esforcinho.",-0.1000000015,0.3000000119,Negativo
"ESSA É A CAPIVARA DO @bradesco
????/)???
?????????
  ??????????? 
???????????| 
?????????? ? 
  U?U????U??U
ELA QUER QUE VOCÊ USE WINDOWS",0,1.700000048,Negativo
@AloBradesco  olá estão por ai hoje ?,0,0,Negativo
Esse Fone Fácil do #Bradesco é uma piada. A opção para falar com um atendente te redireciona para outra opção do menu.,0.5,1.100000024,Negativo
"Pelaipe jogou copos em assessor? Entendo-o. Se tivesse copos, de repente tacaria aqui na agencia do @alobradesco.",-0.200000003,0.8000000119,Negativo
"Ai, num computador, tem a minha assinatura. No outro nao tem. E adivinha: estou desde as 9:30 da manha e nao resolvem,  @alobradesco.",0,0.200000003,Negativo
"A conta é minha, estou aqui, faço todas as assinaturas q eles fazrm mas nao fazem o pagamento @alobradesco.",0.3000000119,0.3000000119,Negativo
"E se a turma do bla bla bla aparecer perguntando o que houve, vou mandar se fuder. Aviso logo.  @alobradesco.",0,0.1000000015,Negativo
"Protocoli aberto na ouvidoria, advogado acionado, fotos da agencia tiradas. Proximo passo é a policia, @alobradesco.",0,0.1000000015,Negativo
"Saí do @AloBradesco, sem resolver o problema do jeito que eu queria. Na policia eu não fui, mas na justiça nos veremos.",0,0.3000000119,Negativo
Tive que tirar uma foto. Só em Parintins você vê isso. #bradesco @ Posto Santa Rosa http://t.co/qdxgBbtGOQ,0,0.5,Negativo
"MAS OLHA ESSE @Bradesco ME ROUBANDO R$65,00.",0.200000003,0.200000003,Negativo
Saio da bosta (@itau) pra cair na merda (@bradesco).,-0.6999999881,0.6999999881,Negativo
primeiro o @Bradesco seqüestra todos os relógios digitais do rio com um B O A T A R D E idiota e inútil. agora isso: http://t.co/R7iB4c34xb,-0.400000006,0.400000006,Negativo
Duas coisas que ao longo da vida a gente acaba aceitando: mulher feia e cartão do #bradesco,0,0,Negativo
N sei pq insisto em usar a merda caixa do #bradesco. Essa bosta nunk presta! (@ Boulevard Shopping - @boulevardbelem) http://t.co/tNaG5KxG9A,-0.5,2,Negativo
Seria daora o #Bradesco liberar meu salário,0.5,0.5,Negativo
É inadmissível esperar 40m por um atendimento no #BancoDoBradesco #bradesco #lamentavel,-0.400000006,0.400000006,Negativo
Péssimo atendimento no #bancodobradesco #bradesco aqui é o local onde vc mais perde tempo.,-0.3000000119,0.3000000119,Negativo
1 hora na fila do @bradesco e ainda tem 12 na minha frente. Pode isso Arnaldo?,-0.200000003,0.400000006,Negativo
Nunca dependa de um caixa automático #Bradesco. Vc sempre vai se ferrar! SEMPRE!!!!!! Todo mês comigo é assim. É impressionante...,0,1.899999976,Negativo
"@AloBradesco aqui em Pau dos Ferros, no Supermercado da Rede Lajedo, preciso fazer um deposito e o sistema fora do ar...",-0.1000000015,0.1000000015,Negativo
Sobre o Fone Fácil Bradesco: uma merda. @Bradesco,-0.1000000015,0.5,Negativo
Achei que o @AloBradesco tinha resolvido o problema mas não. Que saco cara,-0.3000000119,0.6000000238,Negativo
De que adianta ter 31 anos de relacionamento com o @AloBradesco e não conseguir crédito quando se precisa.,-0.1000000015,0.1000000015,Negativo
"Porra @AloBradesco. Me derruba no meio do pagamento, tento entrar de novo e diz isso. Tsc, tsc… É hj....... http://t.co/uGPvOs4rOe",-0.1000000015,1.100000024,Negativo
"minha cara pra vcs @AloBradesco #chateada
http://t.co/Lwgj79tAo9",0,0.200000003,Negativo
É muita sacanagem 14 maquinas e nenhuma fazendo depósito na agência de Miguel Couto do @alobradesco #Bradesco vergonha isso .,0,0,Negativo
Essa cor Vermelha do #Santander e do #Bradesco me incomodam profundamente !!!,-0.400000006,0.400000006,Negativo
"Todos os bancos estão funcionando pelo @firefox aqui na empresa, menos o #Bradesco é muita sacanagem não.",-0.5,0.5,Negativo
"Vcs acham honesto quando o @AloBradesco oferece uma taxa de empréstimo de 4%, mas um mês depois que consegue liberar diz q aumentou p 5,90%?",0,0,Negativo
"@JorgeBarbosa @AloBradesco Mas vale abrir um banco, que assaltar mil deles.",-0.200000003,0.200000003,Negativo
RT @severosales: E mais uma vez o Bradesco me deixa na mão. #bradesco,0,0,Negativo
Achar um caixa eletrônico do @bradesco funcionando é como procurar agulha num palheiro,-0.6999999881,0.6999999881,Negativo
Há dias tento acessar o @AloBradesco no chrome do mac e sempre dá isso http://t.co/T6opPKF7pZ,-0.6000000238,0.6000000238,Negativo
Ta difícil hein @AloBradesco ? Jeito vai ser mudar de banco mesmo,0,0.400000006,Negativo
kkkk #bradesco inacessivel!RT @cassiqueiro: @braillu @WagnerMaia0 http://t.co/XBc2JsQxDJ,0.1000000015,0.1000000015,Negativo
Uma hora esperando ao telefone para ser atendido pelo SAC do #BradescoNetEmpresa. Alô #Bradesco!,-0.3000000119,0.8999999762,Negativo
Quer dizer que você pede um cartão novo do @Bradesco e ele não é mais Visa e não passa em qualquer lugar? Pqp,0,0.3000000119,Negativo
"O fácil do Fone Fácil @Bradesco é tipo o ""fast"" do Fast Food.",0.8999999762,0.8999999762,Negativo
Vendo o drama da @carolrabello com o @AloBradesco lembrei que tenho que fechar minha conta. Pior banco e ainda bloqueia o dinheiro da amiga,0.5,1.100000024,Negativo
@Bradesco RECLAMAÇÃO: Agência 2403 (Portal do Morumbi/São Paulo) não compensou cheque depositado e não avisa o cliente desde AGOSTO de 2013.,-0.8000000119,0.8000000119,Negativo
Interessante mesmo é o meu banco e o departamento que nunca me dão notícias positivas. Aff #bradesco estou ficando desgostosa de vc.,0,1.700000048,Negativo
o @AloBradesco continua de brincadeira comigo e não me deixa comprar com meu cartão pela internet. pqp viu,-0.5,0.5,Negativo
45 min esperando pra ser atendida no #Bradesco Esse banco ta de parabens! #SQN,-0.3000000119,0.8999999762,Negativo
Até não sendo cliente esse @Bradesco só me decepciona! :/,-0.8000000119,0.8000000119,Negativo
Pior serviço de caixas automáticos da Paraíba: @Bradesco. Total desrespeito com o consumidor.,0,0.200000003,Negativo
"Muito insatisfeito mais uma vez com o atendimento do #Bradesco #AlôBradesco, desde sexta sem pagar contas esperando suas ligação #BancoPodre",0.5,0.5,Negativo
"Muito insatisfeito mais uma vez com o atendimento do #Bradesco #AloBradesco, desde sexta sem pagar contas esperando suas ligação #BancoPodre",0.5,0.5,Negativo
Site do #Bradesco fora do ar D:,-0.400000006,0.400000006,Negativo
A fila do supermercado hoje esta pior que a do #bradesco http://t.co/iEwBHL05Dg,-0.8999999762,0.8999999762,Negativo
Sacar ou depositar num caixa automático do #Bradesco é uma saga. Mesmo nas agências têm vezes q um só funciona. E tome fila,-0.1000000015,0.6000000238,Negativo
Equipe de desenvolvimento do @bradesco empresas. Também conhecida como a equipe mais incompetente de desenvolvedores.,-0.200000003,1.299999952,Negativo
"Ow @AloBradesco, tenho R$ 2.344 de saldo. Tento pagar 1 boleto de R$ 1.300 e ñ tem saldo?! http://t.co/VheffqQ2ko http://t.co/MXv37KM2Zu",-0.1000000015,1.399999976,Negativo
"Muito bom o atendimento aqui no #Bradesco .... #SóQueNão! 
A chamada está em 0140, e a minha ficha… http://t.co/AuXSqvS3fE",0.200000003,0.6000000238,Negativo
@AbsurdosBelem: Aiii agente vai no Unico #bradesco do @boulevardbelem e do #LiderDoca e da com a cara na porta @bradesco BancoEscroto,0.6000000238,0.6000000238,Negativo
"10 dias para receber um cartão novo do @AloBradesco ! Só que meu casamento eh segunda-feira ! Bradesco , me ajuda por favor!",0.1000000015,0.400000006,Negativo
"Pessoal, vocês viram o post do #BancodoBrasil Consórcio de Serviços falando da mãozinha que podemos ter para... http://t.co/robN1hL9RI",0.200000003,0.200000003,Neutro
#ZecaBaleiro cantou #ZéRamalho #Recife #Pernambuco #BancoDoBrasil http://t.co/xOr0693XjN,0,0,Neutro
@avpl100 @fidelmnz @A_candia @JHCarrera @llopez_cruz @mariohenaine @Roberto_Altieri @nomamar @bb jajaj eres grande Pako! Los twitts atinados,0.400000006,0.8000000119,Neutro
Vice-presidente do @BancodoBrasil anuncia convênios de financiamento c/ cooperativa e c/ produtores p a construção de armazéns @blogplanalto,-0.200000003,0.200000003,Neutro
Presentinhos de mais uma #Apimec  :p #Brasil #Voley #BancoDoBrasil #2013 http://t.co/rzoBHzKiGx,0.5,0.5,Neutro
